trialsN,participant,position,validity,Stimulus,response_key,response_rt,response_correct,confidence,confidence_rt,degrees,degrees_uncollapsed,trialsPos
1,14,1158.0,Valid,noise,1.0,1219.27043,0.0,2.0,110.8036566,20,20,1
2,14,-1158.0,Invalid,signal,0,1408.886051,0.0,2.0,85.5283434,20,-20,2
3,14,1158.0,Invalid,noise,1.0,1416.790678,0.0,2.0,4.4461627,20,20,3
4,14,1716.0,Valid,noise,1.0,1424.502778,0.0,2.0,5.8815801,30,30,1
5,14,557.0,Valid,signal,0,1428.902212,0.0,3.0,5.2636509,10,10,1
6,14,1716.0,Valid,noise,1.0,1435.638997,0.0,2.0,3.1124936,30,30,2
7,14,-1158.0,Valid,signal,0,1439.285873,0.0,2.0,3.4127665,20,-20,4
8,14,1716.0,Valid,noise,1.0,1445.015022,0.0,3.0,4.5473821,30,30,3
9,14,1716.0,Valid,noise,1.0,1450.758784,0.0,2.0,4.3296003,30,30,4
10,14,-1158.0,Valid,noise,1.0,1456.839073,0.0,2.0,5.263456,20,-20,5
11,14,-1158.0,Valid,noise,1.0,1462.438034,0.0,2.0,4.8968378,20,-20,6
12,14,-1716.0,Invalid,noise,0,1467.351034,1.0,2.0,3.4471934,30,-30,5
13,14,1716.0,Invalid,noise,1.0,1473.525973,0.0,2.0,5.0300391,30,30,6
14,14,-1158.0,Valid,noise,0,1480.279063,1.0,3.0,6.2971519,20,-20,7
15,14,2274.0,Valid,noise,1.0,1487.189935,0.0,1.0,6.3643263,40,40,1
16,14,557.0,Valid,signal,0,1492.581807,0.0,2.0,3.4966178,10,10,2
17,14,-557.0,Invalid,signal,1.0,1499.222191,1.0,2.0,5.3805401,10,-10,3
18,14,-1716.0,Valid,noise,0,1504.038323,1.0,2.0,4.1799535,30,-30,7
19,14,1716.0,Valid,signal,1.0,1510.199,1.0,3.0,5.3970631,30,30,8
20,14,1158.0,Valid,noise,0,1515.398441,1.0,2.0,3.7468731,20,20,8
21,14,557.0,Valid,noise,0,1519.959029,1.0,3.0,3.8129586,10,10,4
22,14,-1158.0,Valid,signal,0,1525.078877,0.0,2.0,4.0464877,20,-20,9
23,14,2274.0,Valid,noise,0,1531.62229,1.0,1.0,5.814272,40,40,2
24,14,1158.0,Valid,noise,0,1536.359107,1.0,2.0,3.0298774,20,20,10
