trialsN,participant,position,validity,Stimulus,response_key,response_rt,response_correct,confidence,confidence_rt,degrees,degrees_uncollapsed,trialsPos
1,33,1158.0,Invalid,signal,1.0,2.3331536003388464,1.0,3.0,3.6410761000588536,20,20,1
2,33,-1716.0,Valid,noise,0,1.7218080000020564,1.0,2.0,3.0292849000543356,30,-30,1
3,33,-1158.0,Valid,signal,1.0,2.521363199688494,1.0,3.0,3.829198000021279,20,-20,2
4,33,1716.0,Valid,noise,0,1.422270500101149,1.0,3.0,2.7298286999575794,30,30,2
5,33,1716.0,Valid,signal,0,3.4890594999305904,0.0,1.0,4.796925200149417,30,30,3
6,33,-1158.0,Valid,signal,1.0,2.8382642003707588,1.0,4.0,4.146083900239319,20,-20,3
7,33,2274.0,Valid,signal,0,1.4720518998801708,0.0,2.0,2.7799336998723447,40,40,1
8,33,-1716.0,Valid,noise,0,2.5545047000050545,1.0,1.0,3.8622539998032153,30,-30,4
9,33,2274.0,Valid,signal,0,2.5388622004538774,0.0,2.0,3.846854799892754,40,40,2
10,33,-2274.0,Valid,signal,0,1.8546262998133896,0.0,1.0,3.1628105002455413,40,-40,3
11,33,1158.0,Valid,noise,0,2.4722065003588796,1.0,3.0,3.7798858997412026,20,20,4
12,33,-557.0,Valid,signal,1.0,2.8224525996483862,1.0,4.0,4.130189899820834,10,-10,1
13,33,557.0,Invalid,noise,0,2.121463699731976,1.0,3.0,3.4292882001027465,10,10,2
14,33,-1716.0,Valid,signal,1.0,2.5548596000298858,1.0,3.0,3.862864200025797,30,-30,5
15,33,-1158.0,Valid,noise,0,1.7215393004007638,1.0,2.0,3.029441900085658,20,-20,5
16,33,-2274.0,Valid,noise,0,2.0221725995652378,1.0,2.0,3.3299873997457325,40,-40,4
17,33,557.0,Valid,signal,1.0,1.754567800089717,1.0,3.0,3.062564100138843,10,10,3
18,33,-2274.0,Valid,noise,0,2.005269499961287,1.0,1.0,3.3130510998889804,40,-40,5
19,33,2274.0,Valid,signal,0,2.0215257997624576,0.0,2.0,3.329372900072485,40,40,6
20,33,1716.0,Valid,signal,0,1.57187130022794,0.0,2.0,2.8798903999850154,30,30,6
21,33,-2274.0,Valid,signal,0,3.2556217000819743,0.0,2.0,4.563334799837321,40,-40,7
22,33,2274.0,Valid,noise,0,1.571445200126618,1.0,2.0,2.8792069000191987,40,40,8
23,33,1158.0,Valid,noise,0,2.0717376000247896,1.0,3.0,3.3797773998230696,20,20,6
24,33,-557.0,Valid,noise,0,2.171838100068271,1.0,3.0,3.4798348997719586,10,-10,4
25,33,-2274.0,Valid,noise,0,1.4547323998995123,1.0,2.0,2.762685799971223,40,-40,9
26,33,-1158.0,Valid,signal,1.0,3.0559588000178337,1.0,2.0,4.363776099868119,20,-20,7
27,33,557.0,Valid,signal,1.0,3.355807200074196,1.0,3.0,4.66366249974817,10,10,5
28,33,-1158.0,Invalid,signal,1.0,1.8885639999061823,1.0,2.0,3.196399299893528,20,-20,8
29,33,1716.0,Valid,noise,0,1.2551810997538269,1.0,2.0,2.5629778001457453,30,30,7
30,33,-1716.0,Valid,signal,1.0,1.370812499895692,1.0,3.0,2.678696199785918,30,-30,8
31,33,1158.0,Valid,signal,1.0,1.2212980999611318,1.0,3.0,2.529195500072092,20,20,9
32,33,2274.0,Valid,noise,0,1.688588900025934,1.0,1.0,2.9963984000496566,40,40,10
33,33,-2274.0,Invalid,noise,1.0,1.6384767000563445,0.0,1.0,2.9461810998618603,40,-40,11
34,33,1716.0,Valid,noise,0,3.3720697998069227,1.0,1.0,4.679812599904835,30,30,9
35,33,2274.0,Valid,signal,0,1.154934300109744,0.0,1.0,2.4627387998625636,40,40,12
36,33,2274.0,Valid,signal,0,1.7546648997813463,0.0,1.0,3.0624844999983907,40,40,13
37,33,557.0,Invalid,signal,1.0,2.5222377995960414,1.0,3.0,3.830179300159216,10,10,6
38,33,1158.0,Valid,noise,1.0,2.3894663001410663,0.0,3.0,3.6970326001755898,20,20,10
39,33,1158.0,Valid,noise,0,2.1880239001475275,1.0,2.0,3.49584829993546,20,20,11
40,33,1158.0,Valid,noise,0,6.57384409988299,1.0,1.0,7.88158469973132,20,20,12
41,33,1716.0,Valid,noise,0,1.7879746998660266,1.0,2.0,3.09576869988814,30,30,10
42,33,-1158.0,Valid,noise,1.0,4.656942300032824,0.0,1.0,5.964596400037408,20,-20,13
43,33,2274.0,Invalid,noise,0,1.1381276999600232,1.0,1.0,2.4456432997249067,40,40,14
44,33,-1158.0,Valid,noise,1.0,1.5211709002032876,0.0,2.0,2.829109199810773,20,-20,14
45,33,2274.0,Invalid,signal,0,3.5394142996519804,0.0,1.0,4.847156200092286,40,40,15
46,33,-2274.0,Valid,noise,0,2.2048767996020615,1.0,1.0,3.512895999941975,40,-40,16
47,33,1158.0,Valid,noise,0,1.7890246999450028,1.0,1.0,3.096825999673456,20,20,15
48,33,-1716.0,Valid,signal,1.0,1.6210581995546818,1.0,3.0,2.9289961997419596,30,-30,11
49,33,-1158.0,Valid,signal,1.0,1.7391194002702832,1.0,3.0,3.046805300284177,20,-20,16
50,33,-1716.0,Valid,noise,0,1.737679900135845,1.0,1.0,3.045654200017452,30,-30,12
51,33,1158.0,Valid,signal,1.0,2.5885001001879573,1.0,4.0,3.8964955997653306,20,20,17
52,33,-557.0,Invalid,noise,0,1.6222993000410495,1.0,4.0,2.9301048000343144,10,-10,7
53,33,-1158.0,Valid,noise,1.0,1.670873099938035,0.0,2.0,2.978921600151807,20,-20,18
54,33,-557.0,Valid,noise,0,2.1888116002082825,1.0,4.0,3.496765499934554,10,-10,8
55,33,-2274.0,Invalid,signal,0,3.1050807000137866,0.0,1.0,4.41308129997924,40,-40,17
56,33,1158.0,Valid,noise,0,2.0716717997565866,1.0,2.0,3.379762599710375,20,20,19
