trialsN,participant,position,validity,Stimulus,response_key,response_rt,response_correct,confidence,confidence_rt,degrees,degrees_uncollapsed,trialsPos
1,1,-1716.0,Valid,signal,0,908.6489938999875,0.0,2.0,13.754579100001138,30,-30,1
2,1,1158.0,Valid,signal,1.0,914.1368472999892,1.0,4.0,2.529805999947712,20,20,1
3,1,2274.0,Invalid,noise,0,918.5051169999642,1.0,2.0,3.696377600019332,40,40,1
4,1,-1158.0,Valid,noise,0,923.8002974999836,1.0,3.0,4.146547699987423,20,-20,2
5,1,557.0,Valid,noise,0,927.6243909999612,1.0,4.0,2.8280652000103146,10,10,1
6,1,557.0,Valid,noise,0,931.369438899972,1.0,4.0,2.746543199988082,10,10,2
7,1,557.0,Valid,noise,0,934.9363734999788,1.0,4.0,2.1452024999889545,10,10,3
8,1,-2274.0,Valid,signal,0,938.9686694999692,0.0,3.0,3.2465147000038996,40,-40,2
9,1,-1716.0,Invalid,noise,0,943.801685799961,1.0,3.0,4.996173800027464,30,-30,2
10,1,-2274.0,Valid,noise,0,948.9843493999796,1.0,3.0,3.5136913000023924,40,-40,3
11,1,-557.0,Valid,signal,1.0,953.1614703999948,1.0,2.0,3.762453600007575,10,-10,4
12,1,1158.0,Invalid,noise,0,957.8324635999744,1.0,4.0,2.562994099978823,20,20,3
13,1,-1716.0,Valid,noise,0,961.3363463999704,1.0,4.0,2.695999299990945,30,-30,3
14,1,-557.0,Valid,noise,0,965.0174271999858,1.0,4.0,2.262437099998351,10,-10,5
15,1,1716.0,Valid,signal,0,969.065355299972,0.0,3.0,3.279392700002063,30,30,4
16,1,-1158.0,Valid,noise,0,973.00102039997,1.0,4.0,2.8293562999460846,20,-20,4
17,1,-557.0,Valid,noise,0,976.2175116,1.0,4.0,1.9123085999744944,10,-10,6
18,1,1158.0,Valid,noise,0,979.1936021000148,1.0,4.0,1.8959996000048704,20,20,5
19,1,1716.0,Invalid,noise,0,982.0569864999852,1.0,4.0,1.845562600006815,30,30,5
20,1,-1716.0,Valid,noise,0,985.0173726999784,1.0,4.0,1.979407100006938,30,-30,6
21,1,1158.0,Valid,noise,0,988.07250879996,1.0,4.0,2.0787897999980487,20,20,6
22,1,557.0,Valid,signal,0,990.9524920000111,0.0,4.0,1.8289841000223532,10,10,7
23,1,-1716.0,Valid,signal,0,993.9130312000052,0.0,4.0,1.946167999994941,30,-30,7
24,1,557.0,Valid,noise,0,996.7769936000112,1.0,4.0,1.862249099998735,10,10,8
25,1,-1158.0,Valid,noise,0,999.5934404999716,1.0,4.0,1.7791624999954363,20,-20,7
26,1,-1716.0,Valid,noise,0,1002.5523409000016,1.0,4.0,1.9795543000218456,30,-30,8
27,1,-2274.0,Valid,signal,0,1005.561590199999,0.0,3.0,2.662335000000894,40,-40,4
28,1,-1716.0,Valid,noise,0,1009.2565636999788,1.0,4.0,2.1123958000098355,30,-30,9
29,1,-557.0,Valid,signal,0,1017.9124899999588,0.0,4.0,7.848072700027842,10,-10,9
30,1,-1716.0,Valid,noise,0,1021.2887306999764,1.0,4.0,2.162389200006146,30,-30,10
31,1,-557.0,Valid,signal,0,1027.8648374999757,0.0,4.0,5.8637782000005245,10,-10,10
32,1,-557.0,Valid,signal,0,1031.2244288999937,0.0,4.0,2.096436400024686,10,-10,11
33,1,-1716.0,Valid,signal,1.0,1034.857405399962,1.0,3.0,2.9958096999907866,30,-30,11
34,1,2274.0,Valid,signal,0,1038.6482190999668,0.0,2.0,3.379370300041046,40,40,5
35,1,1158.0,Valid,noise,0,1042.9365388999577,1.0,2.0,3.1958127000252716,20,20,8
36,1,1158.0,Valid,noise,0,1047.113318699994,1.0,3.0,2.5292699999990873,20,20,9
37,1,-2274.0,Valid,noise,0,1050.76072869997,1.0,2.0,2.7964864999521524,40,-40,6
38,1,557.0,Valid,signal,1.0,1054.5362631999888,1.0,4.0,4.146350399998482,10,10,12
39,1,1158.0,Valid,signal,1.0,1059.8014597999863,1.0,4.0,2.7125435000052676,20,20,10
40,1,1158.0,Valid,signal,1.0,1063.1128698000102,1.0,4.0,2.1129165000165813,20,20,11
41,1,557.0,Valid,noise,0,1066.7126770999748,1.0,3.0,2.9295083999750204,10,10,13
42,1,-1716.0,Valid,signal,1.0,1070.68057029997,1.0,4.0,2.9961609999882057,30,-30,12
43,1,1716.0,Valid,noise,0,1074.3604593999917,1.0,3.0,2.596011199988425,30,30,13
44,1,557.0,Invalid,noise,0,1077.944673799968,1.0,3.0,2.3791075999615714,10,10,14
