trialsN,participant,position,validity,Stimulus,response_key,response_rt,response_correct,confidence,confidence_rt,degrees,degrees_uncollapsed,trialsPos
1,16,-1716.0,Valid,noise,0,859.7424026000081,1.0,3.0,21.49338260001969,30,-30,1
2,16,-1158.0,Valid,noise,0,869.4061421999941,1.0,3.0,3.13003270002082,20,-20,1
3,16,557.0,Valid,signal,0,873.309843999974,0.0,3.0,2.7290730999666266,10,10,1
4,16,557.0,Valid,signal,0,876.8624498000136,0.0,3.0,2.612845600000582,10,10,2
5,16,2274.0,Valid,signal,0,880.8779359000036,0.0,3.0,3.5133915999904275,40,40,1
6,16,1158.0,Valid,signal,1.0,885.0866884999559,1.0,2.0,3.1298548000049777,20,20,2
7,16,1716.0,Valid,noise,0,889.5826037999941,1.0,3.0,3.946369600016624,30,30,2
8,16,-557.0,Valid,signal,0,894.462795600004,0.0,3.0,2.8960803999798372,10,-10,3
9,16,2274.0,Valid,signal,0,898.2543007999775,0.0,3.0,2.679780399950687,40,40,2
10,16,-1158.0,Valid,noise,0,901.7894327999676,1.0,3.0,2.5961860999814235,20,-20,3
11,16,1716.0,Invalid,noise,0,906.1906398999854,1.0,3.0,3.56257219996769,30,30,3
12,16,-1158.0,Valid,signal,0,910.174330400012,0.0,1.0,4.530261799984146,20,-20,4
13,16,557.0,Valid,noise,0,915.7105411000084,1.0,3.0,3.162979200016707,10,10,4
14,16,557.0,Valid,noise,0,920.0466604999964,1.0,3.0,3.229393900022842,10,10,5
15,16,1716.0,Valid,noise,0,923.7107138999854,1.0,3.0,2.4461795000243,30,30,4
16,16,1716.0,Valid,signal,1.0,927.3103955999832,1.0,3.0,3.013087200000882,30,30,5
17,16,-1716.0,Valid,signal,1.0,931.4861321999924,1.0,3.0,2.7794065000489354,30,-30,6
18,16,-1716.0,Valid,signal,1.0,935.0386100999896,1.0,3.0,2.4293554999749176,30,-30,7
19,16,1716.0,Valid,signal,1.0,938.4458261000108,1.0,3.0,2.4291811999864876,30,30,8
20,16,-1716.0,Valid,noise,0,942.0774629999652,1.0,3.0,2.6961884000338614,30,-30,9
21,16,557.0,Valid,noise,0,945.598100800009,1.0,3.0,2.7296600000117905,10,10,6
22,16,-1158.0,Valid,noise,0,949.3426761999726,1.0,3.0,2.429224300023634,20,-20,5
23,16,1716.0,Invalid,noise,1.0,952.9414353999892,0.0,3.0,2.5961486999876797,30,30,10
24,16,-2274.0,Valid,noise,0,958.0943334999612,1.0,3.0,4.046868100005668,40,-40,3
25,16,2274.0,Valid,noise,0,961.646084899956,1.0,3.0,2.645943499985151,40,40,4
26,16,1158.0,Valid,signal,1.0,965.0536780999972,1.0,3.0,2.3961008000187576,20,20,6
27,16,2274.0,Valid,signal,0,968.6546378000056,0.0,3.0,2.579530799994245,40,40,5
28,16,-557.0,Valid,noise,0,972.0783931000042,1.0,3.0,2.429803600010928,10,-10,7
29,16,-1158.0,Valid,noise,0,975.5978501999634,1.0,3.0,2.362420099962037,20,-20,7
30,16,1158.0,Valid,noise,0,978.8141991999582,1.0,3.0,2.1958860000013374,20,20,8
31,16,-557.0,Valid,signal,0,982.0301188000012,0.0,3.0,2.3459232000168413,10,-10,8
32,16,-1158.0,Valid,noise,0,985.3428412000068,1.0,3.0,2.1965922999661416,20,-20,9
33,16,557.0,Valid,signal,0,988.574417900003,0.0,3.0,2.46210439997958,10,10,9
34,16,1158.0,Valid,signal,1.0,992.0935695999652,1.0,3.0,2.462965299957432,20,20,10
35,16,-2274.0,Valid,signal,0,995.8227697999682,0.0,3.0,2.6129413000307977,40,-40,6
36,16,-1716.0,Invalid,signal,1.0,999.1017516999856,1.0,3.0,2.6963343000388704,30,-30,11
37,16,-1158.0,Valid,signal,1.0,1002.7661885999842,1.0,3.0,2.729423200013116,20,-20,11
38,16,-557.0,Valid,signal,0,1006.6067463000072,0.0,3.0,2.362354199984111,10,-10,10
39,16,2274.0,Valid,signal,1.0,1010.3655206999974,1.0,3.0,2.97918630001368,40,40,7
40,16,2274.0,Invalid,noise,0,1013.9818273999844,1.0,3.0,2.346428900025785,40,40,8
41,16,-2274.0,Valid,noise,0,1019.0068098999908,1.0,3.0,4.062993200030178,40,-40,9
42,16,2274.0,Invalid,noise,0,1022.4946176999948,1.0,3.0,2.3957366999820806,40,40,10
43,16,2274.0,Valid,signal,0,1025.790013299964,0.0,3.0,2.2961660000146367,40,40,11
44,16,-1716.0,Valid,noise,0,1028.845612499979,1.0,3.0,2.063080899999477,30,-30,12
45,16,-2274.0,Valid,signal,0,1032.173388299998,0.0,3.0,2.2118625000002794,40,-40,12
46,16,-2274.0,Valid,noise,0,1035.3748686999895,1.0,3.0,2.22950379998656,40,-40,13
47,16,-1158.0,Valid,signal,1.0,1038.7338024000055,1.0,3.0,2.6293877999996766,20,-20,12
48,16,1716.0,Valid,signal,1.0,1042.2214300999767,1.0,3.0,2.229021900042426,30,30,13
49,16,1716.0,Valid,signal,1.0,1045.421878299967,1.0,3.0,2.1793758000130765,30,30,14
