,dprime,meta_d,m_ratio,m_diff,participant,degrees,validity,stimulus,s,criterion,dprime_metadpy,criterion_metadpy,Hit Rate,False Alarm Rate
0,0.9914191378585118,1.0286776345494388,1.058465978266573,0.05682057379243455,10,30,Valid,,,-0.03937324615706639,0.9914191378585118,-0.03937324615706639,0.7037037037037037,0.32407407407407407
0,2.350415693202339,0.5411628971683514,0.2617090567624771,-1.5266405784274593,10,30,Invalid,,,0.2077862804994685,2.350415693202339,0.2077862804994685,0.8333333333333334,0.08333333333333333
0,1.624647220358527,1.282703720198152,0.8077845319000125,-0.305224334305527,10,10,Valid,,,0.016141038401871033,1.624647220358527,0.016141038401871033,0.7870370370370371,0.2037037037037037
0,1.2230120328941796,0.7171359860819377,0.6417075455902321,-0.400407341887391,10,10,Invalid,,,-0.06298373374899191,1.2230120328941796,-0.06298373374899191,0.75,0.2916666666666667
0,1.5655559090026858,0.8036653499697071,0.5251050636474369,-0.7268195103120814,10,20,Valid,,,-0.07885616567282938,1.5655559090026858,-0.07885616567282938,0.8055555555555556,0.24074074074074073
0,1.2429451007953705,0.709421713834021,0.6266748114536763,-0.42261949935659604,10,20,Invalid,,,-0.19074525110222765,1.2429451007953705,-0.19074525110222765,0.7916666666666666,0.3333333333333333
0,-0.1166769184401254,0.709421713834021,0.6266748114536763,-0.42261949935659604,10,40,Valid,,,0.6756382011377762,-0.1166769184401254,0.6756382011377762,0.23148148148148148,0.26851851851851855
0,0.11208793533108241,0.08628861328315426,0.8431227974467095,-0.016055450410139754,10,40,Invalid,,,0.37468333162991635,0.11208793533108241,0.37468333162991635,0.375,0.3333333333333333
0,1.3195441019913783,0.088201245452884,0.06858500541983047,-1.1978122922435315,12,30,Valid,,,-0.4255528570810695,1.3195441019913783,-0.4255528570810695,0.8611111111111112,0.4074074074074074
0,0.8122178014999129,0.6848989651649741,0.9301699841090214,-0.05141695221115561,12,30,Invalid,,,-0.4061089007499564,0.8122178014999129,-0.4061089007499564,0.7916666666666666,0.5
0,1.7812940116651674,0.23636915985254164,0.1367079529553351,-1.4926389537410223,12,10,Valid,,,-0.4343106830603942,1.7812940116651674,-0.4343106830603942,0.9074074074074074,0.32407407407407407
0,0.29293181590561934,-0.08966726882423061,-0.35262831432887876,-0.3439499375171434,12,10,Invalid,,,-0.8209556581488914,0.29293181590561934,-0.8209556581488914,0.8333333333333334,0.75
0,1.8264292346818063,0.48550350036361956,0.2749135414912034,-1.2805190015841594,12,20,Valid,,,-0.532888975577272,1.8264292346818063,-0.532888975577272,0.9259259259259259,0.35185185185185186
0,0.9399209861280831,0.6195214144015909,0.7499822608752609,-0.2065266759606843,12,20,Invalid,,,-0.6803888873119663,0.9399209861280831,-0.6803888873119663,0.875,0.5833333333333334
0,0.28135492963328,0.1621266322436915,0.5871247384943222,-0.11400997317250039,12,40,Valid,,,-0.1174658596042551,0.28135492963328,-0.1174658596042551,0.6018518518518519,0.49074074074074076
0,0.5485222826980981,-0.30674725874396125,-0.6105611091533822,-0.8091494821173167,12,40,Invalid,,,-0.27426114134904905,0.5485222826980981,-0.27426114134904905,0.7083333333333334,0.5
0,3.829011650111114,3.106154776426844,0.8654467213892085,-0.48292205483189354,13,30,Valid,,,2.220446049250313e-16,3.829011650111114,2.220446049250313e-16,0.9722222222222222,0.027777777777777776
0,3.6939854653580584,3.4198765909425575,1.1525583468806972,0.45267185011692623,13,30,Invalid,,,-0.4639986055783911,3.419828258802026,-0.3269200023003749,0.9895833333333334,0.08333333333333333
0,4.917089900249905,2.7482999253505622,0.641470604445433,-1.5360739903123926,13,10,Valid,,,-0.3731893840931235,4.687685993688942,-0.25848743081264214,0.9976851851851852,0.018518518518518517
0,3.6939854653580575,3.6271116592990684,1.2224001968565932,0.6599069184734372,13,10,Invalid,,,0.4639986055783907,3.4198282588020263,0.3269200023003751,0.9166666666666666,0.010416666666666666
0,4.1707111320636585,5.066847258383639,1.3177896929150803,1.2218883202276767,13,20,Valid,,,-2.220446049250313e-16,4.1707111320636585,-2.220446049250313e-16,0.9814814814814815,0.018518518518518517
0,3.46332879224449,3.9302475830102734,1.3779928906449266,1.0780938384645786,13,20,Invalid,,,-1.1102230246251565e-16,3.46332879224449,-1.1102230246251565e-16,0.9583333333333334,0.041666666666666664
0,2.613227333914267,3.9302475830102734,1.3779928906449266,1.0780938384645786,13,40,Valid,,,1.0484703425362385,2.613227333914267,1.0484703425362385,0.6018518518518519,0.009259259259259259
0,1.8137214263960955,0.7865899621749338,0.4934367329014702,-0.8075150359464781,13,40,Invalid,,,0.47613341390259034,1.8137214263960955,0.47613341390259034,0.6666666666666666,0.08333333333333333
0,1.790437066844372,0.3421595405493455,0.196196500747379,-1.4018039819698829,16,30,Valid,,,0.2779187915044725,1.790437066844372,0.2779187915044725,0.7314814814814815,0.12037037037037036
0,1.779639367601614,-0.1180659491287769,-0.0735274526843638,-1.7238056397937926,16,30,Invalid,,,-0.0776018823008941,1.779639367601614,-0.0776018823008941,0.8333333333333334,0.20833333333333334
0,0.24449390307903407,-0.1180659491287769,-0.0735274526843638,-1.7238056397937926,16,10,Valid,,,1.3933170728493567,0.24449390307903407,1.3933170728493567,0.10185185185185185,0.06481481481481481
0,0.7085043769045564,-0.017737053232132163,-0.030411315886405922,-0.6009756509430834,16,10,Invalid,,,1.0287419386483598,0.7085043769045564,1.0287419386483598,0.25,0.08333333333333333
0,1.9705884381689596,0.2579694637398678,0.1347995626929881,-1.6557568020300333,16,20,Valid,,,0.33966346980849776,1.9705884381689596,0.33966346980849776,0.7407407407407407,0.09259259259259259
0,2.280186678820343,-0.14011361644148668,-0.0726549832755832,-2.0685927120876895,16,20,Invalid,,,0.5915710567120736,2.280186678820343,0.5915710567120736,0.7083333333333334,0.041666666666666664
0,0.2548504818218744,-0.14011361644148668,-0.0726549832755832,-2.0685927120876895,16,40,Valid,,,1.255568886189701,0.2548504818218744,1.255568886189701,0.12962962962962962,0.08333333333333333
0,0.0,-0.14011361644148668,-0.0726549832755832,-2.0685927120876895,16,40,Invalid,,,1.382994127100638,0.0,1.382994127100638,0.08333333333333333,0.08333333333333333
0,0.9168512571139881,0.9426784631184515,1.0629734112574991,0.05584681414685444,17,30,Valid,,,0.3537921729429188,0.9168512571139881,0.3537921729429188,0.5416666666666666,0.20833333333333334
0,0.9931291141604568,0.9259108014636462,1.0622239328315397,0.05423885655135974,17,30,Invalid,,,0.17792519311585328,0.9931291141604568,0.17792519311585328,0.625,0.25
0,2.101862179923354,2.929404500970635,1.4582208845616058,0.920515085118303,17,10,Valid,,,-0.3320630371389611,2.101862179923354,-0.3320630371389611,0.9166666666666666,0.2361111111111111
0,1.8527599083169215,2.141140135564077,1.424713631269092,0.6382836396542191,17,10,Invalid,,,-0.6077405901940856,1.8527599083169215,-0.6077405901940856,0.9375,0.375
0,0.9868923120792916,0.6244390603885923,0.6521687081555828,-0.33304180703080055,17,20,Valid,,,0.13795573820011506,0.9868923120792916,0.13795573820011506,0.6388888888888888,0.2638888888888889
0,0.887146559018876,2.1353608896792737,2.7923811648756027,1.3706512158928867,17,20,Invalid,,,-0.443573279509438,0.887146559018876,-0.443573279509438,0.8125,0.5
0,-0.22308923715144272,2.1353608896792737,2.7923811648756027,1.3706512158928867,17,40,Valid,,,0.3577082652370808,-0.22308923715144272,0.3577082652370808,0.3194444444444444,0.4027777777777778
0,-0.35585038623170656,2.1353608896792737,2.7923811648756027,1.3706512158928867,17,40,Invalid,,,0.4965645570802284,-0.35585038623170656,0.4965645570802284,0.25,0.375
0,1.1895757471482393,2.1353608896792737,2.7923811648756027,1.3706512158928867,18,30,Valid,,,1.4905676924577091,1.1895757471482393,1.4905676924577091,0.18518518518518517,0.018518518518518517
0,1.177849960349626,-0.3167057750292937,-0.29780921012964806,-1.380157690742106,18,30,Invalid,,,0.3784965859268881,1.177849960349626,0.3784965859268881,0.5833333333333334,0.16666666666666666
0,3.000714758769354,0.5767115829686377,0.21163630744342946,-2.148300915762437,18,10,Valid,,,0.8547266301086951,3.000714758769354,0.8547266301086951,0.7407407407407407,0.009259259259259259
0,1.4867075516959947,0.5536163729431935,0.40964408334297847,-0.7978406490289092,18,10,Invalid,,,0.06886402565191557,1.4867075516959947,0.06886402565191557,0.75,0.20833333333333334
0,3.0163588762697735,0.643746737097722,0.2273970280246403,-2.1871906005176442,18,20,Valid,,,0.5771761278969421,3.0163588762697735,0.5771761278969421,0.8240740740740741,0.018518518518518517
0,2.765988254201276,0.01976431680688237,0.008246266508367649,-2.376995087806967,18,20,Invalid,,,-0.0,2.765988254201276,-0.0,0.9166666666666666,0.08333333333333333
0,0.0,0.01976431680688237,0.008246266508367649,-2.376995087806967,18,40,Valid,,,1.6818775202575997,0.0,1.6818775202575997,0.046296296296296294,0.046296296296296294
0,-0.47585963017992616,-0.34120743581731755,0.8426224648433742,0.06372769237291037,18,40,Invalid,,,0.9124195652860447,-0.47585963017992616,0.9124195652860447,0.125,0.25
0,2.9592928861877352,2.248824264535652,0.7946376039138048,-0.5811755409852362,19,30,Valid,,,0.30650911816720916,2.9592928861877352,0.30650911816720916,0.8796296296296297,0.037037037037037035
0,1.3009370968267875,0.9558534529073922,0.9276964045544132,-0.07449812355096797,19,30,Invalid,,,1.0811958477088512,1.3009370968267875,1.0811958477088512,0.3333333333333333,0.041666666666666664
0,3.410313254924807,3.5159880706325173,1.097363924580925,0.31195703600993596,19,10,Valid,,,0.38019893856942544,3.410313254924807,0.38019893856942544,0.9074074074074074,0.018518518518518517
0,2.1005629440094946,-0.18055582104400172,-0.11465340164928471,-1.755352717138782,19,10,Invalid,,,1.2607098662526721,1.8264057374534635,1.1236312629746565,0.4166666666666667,0.010416666666666666
0,2.976212945123689,2.2151013187917177,0.7744776172502218,-0.6450217750898353,19,20,Valid,,,0.10511234546120629,2.976212945123689,0.10511234546120629,0.9166666666666666,0.05555555555555555
0,1.9923519742930442,-0.13514256776628375,-0.09159452036079353,-1.610586374163797,19,20,Invalid,,,1.3148153511108973,1.718194767737013,1.1777367478328817,0.375,0.010416666666666666
0,0.4031614341604388,0.0763833444287782,0.21489564410280998,-0.2790605490371825,19,40,Valid,,,1.5845748441808576,0.4031614341604388,1.5845748441808576,0.08333333333333333,0.037037037037037035
0,0.348670269021607,-0.15175108633812978,-0.6664601336979328,-0.3794482563040525,19,40,Invalid,,,1.5573292616114416,0.348670269021607,1.5573292616114416,0.08333333333333333,0.041666666666666664
0,2.0589343492508165,1.956006122855498,0.9781985817757001,-0.04359412120211226,20,30,Valid,,,-0.29549051426756956,2.0589343492508165,-0.29549051426756956,0.9074074074074074,0.23148148148148148
0,1.779639367601614,0.8598103258815163,0.5354605923239193,-0.7459293647834994,20,30,Invalid,,,0.0776018823008941,1.779639367601614,0.0776018823008941,0.7916666666666666,0.16666666666666666
0,3.430069849444431,0.4721203985752664,0.14525376149971844,-2.77819404217112,20,10,Valid,,,0.1994709003333418,3.430069849444431,0.1994709003333418,0.9351851851851852,0.027777777777777776
0,3.114658523222883,2.2395119989379983,0.8533240826423615,-0.38494457564177376,20,10,Invalid,,,-0.17433513451080362,3.114658523222883,-0.17433513451080362,0.9583333333333334,0.08333333333333333
0,2.9592928861877352,1.3813750806608636,0.48811843660413523,-1.4486247248600264,20,20,Valid,,,-0.30650911816720894,2.9592928861877352,-0.30650911816720894,0.9629629629629629,0.12037037037037036
0,2.543882197622158,1.9651532631389843,0.9087864483020169,-0.19723952650999266,20,20,Invalid,,,-0.45972329731116623,2.543882197622158,-0.45972329731116623,0.9583333333333334,0.20833333333333334
0,0.7570100407995756,0.5854967699017161,0.7893565220541013,-0.15624255009288956,20,40,Valid,,,0.23879472151792563,0.7570100407995756,0.23879472151792563,0.5555555555555556,0.26851851851851855
0,0.8344718444025402,-0.12426460379267029,-0.17854687479698075,-0.8202420827262396,20,40,Invalid,,,0.965758204899368,0.8344718444025402,0.965758204899368,0.2916666666666667,0.08333333333333333
0,3.767233086289429,3.069124336683276,0.8707298595361354,-0.45564778761058156,22,30,Valid,,,0.20173902288711432,3.767233086289429,0.20173902288711432,0.9537037037037037,0.018518518518518517
0,3.6939854653580575,0.7274023334801625,0.2451473346182917,-2.2398024073454685,22,30,Invalid,,,0.4639986055783907,3.4198282588020263,0.3269200023003751,0.9166666666666666,0.010416666666666666
0,3.871511127292905,3.646822561487031,1.0093331080153365,0.03372146282415134,22,10,Valid,,,0.14960000238537619,3.871511127292905,0.14960000238537619,0.9629629629629629,0.018518518518518517
0,3.114658523222883,2.74599616334176,1.0463103828576203,0.1215395887619879,22,10,Invalid,,,0.1743351345108035,3.114658523222883,0.1743351345108035,0.9166666666666666,0.041666666666666664
0,4.440439575525201,0.7806640472356505,0.19442151023483642,-3.234653220348105,22,20,Valid,,,0.1348642217307714,4.440439575525201,0.1348642217307714,0.9814814814814815,0.009259259259259259
0,2.699085962223946,1.5757580352529919,0.6864550608163245,-0.7197426103087416,22,20,Invalid,,,0.382121415010272,2.699085962223946,0.382121415010272,0.8333333333333334,0.041666666666666664
0,1.492539317688702,1.5757580352529919,0.6864550608163245,-0.7197426103087416,22,40,Valid,,,0.6998339340738241,1.492539317688702,0.6998339340738241,0.5185185185185185,0.07407407407407407
0,1.382994127100638,-0.03391592748290997,-0.02830148693074538,-1.2322956297898346,22,40,Invalid,,,0.691497063550319,1.382994127100638,0.691497063550319,0.5,0.08333333333333333
0,1.942257430810691,0.07286952509045064,0.0386342712567155,-1.8132673870373868,23,30,Valid,,,0.353828973487632,1.942257430810691,0.353828973487632,0.7314814814814815,0.09259259259259259
0,1.94209279037017,0.5977601473433106,0.3689638276042187,-1.0223448673534632,23,30,Invalid,,,0.7606180009371601,1.94209279037017,0.7606180009371601,0.5833333333333334,0.041666666666666664
0,1.4058299194974457,0.5977601473433106,0.3689638276042187,-1.0223448673534632,23,10,Valid,,,1.0832406015123541,1.4058299194974457,1.0832406015123541,0.35185185185185186,0.037037037037037035
0,0.764242830020544,0.5977601473433106,0.3689638276042187,-1.0223448673534632,23,10,Invalid,,,1.349542981111973,0.764242830020544,1.349542981111973,0.16666666666666666,0.041666666666666664
0,2.348783994126114,0.671455663590968,0.2943782250802628,-1.6094727692368824,23,20,Valid,,,0.04624835178429321,2.348783994126114,0.04624835178429321,0.8703703703703703,0.1111111111111111
0,1.3981488653971585,0.600238405544216,0.47444085460191054,-0.6649106635591573,23,20,Invalid,,,-0.2683471334031218,1.3981488653971585,-0.2683471334031218,0.8333333333333334,0.3333333333333333
0,-0.14353626064029135,0.13122432170028972,-0.9508954065834905,0.26922511631109847,23,40,Valid,,,0.933402250494318,-0.14353626064029135,0.933402250494318,0.1574074074074074,0.19444444444444445
0,0.338131578876095,-0.2154116983043456,-0.7591325728301599,-0.49917201371441755,23,40,Invalid,,,0.9812835909379604,0.338131578876095,0.9812835909379604,0.20833333333333334,0.125
0,3.360254390307834,2.62094402710515,0.8530441974660921,-0.45151579958434684,24,30,Valid,,,-0.6749568143394533,3.360254390307834,-0.6749568143394533,0.9907407407407407,0.1574074074074074
0,2.1952119286005507,1.975554823098443,1.0211191894992155,0.040859203415388734,24,30,Invalid,,,-0.2853881628003626,2.1952119286005507,-0.2853881628003626,0.9166666666666666,0.20833333333333334
0,4.51361185447567,4.098523847874562,1.0338875897186304,0.13433674607371326,24,10,Valid,,,0.5749284069802347,4.284207947914714,0.4602264536997569,0.9537037037037037,0.0023148148148148147
0,3.114658523222883,3.469683765198613,1.322057982900395,0.8452271906188411,24,10,Invalid,,,0.1743351345108035,3.114658523222883,0.1743351345108035,0.9166666666666666,0.041666666666666664
0,3.3606094179737322,3.1635969689123584,0.9925061125477157,-0.02388664344702196,24,20,Valid,,,-0.23420111606869087,3.3606094179737322,-0.23420111606869087,0.9722222222222222,0.07407407407407407
