da,s,meta_da,M_diff,M_ratio,c1,c1a,far,HR,meta_ca,t2ca_rS1,t2ca_rS2,S1units,logL,est_HR2_rS1,obs_HR2_rS1,est_FAR2_rS1,obs_FAR2_rS1,est_HR2_rS2,obs_HR2_rS2,est_FAR2_rS2,obs_FAR2_rS2,participant,degrees,condition,c,dprime,dprimea,ca,Hit Rate,False Alarm Rate
1.9593098789491916,1.165823333508485,0.7988755110029188,-1.160434367946273,0.40773311030890536,-9.523081179753005e-17,-5.502470377588115e-17,0.16292134831460675,0.8370786516853933,-2.2435393614366188e-17,[-3.34769588 -2.54484909 -1.44948959],[0.70220909 1.83436123 3.05937518],"{'d1': 1.8252931187502246, 'meta_d1': 0.7442324405334713, 's': 1.165823333508485, 'meta_c1': -2.0900813097884284e-17, 't2c1_rS1': array([-3.11871355, -2.37078145, -1.35034453]), 't2c1_rS2': array([0.654178  , 1.70889095, 2.85011398])}",-137.15683360146565,"[0.2541954936375381, 0.03537808917122555, 0.004667285030387678]","[0.24664429530201343, 0.030201342281879196, 0.0016778523489932886]","[0.06717800560230082, 0.0020847110788618306, 7.085235987514004e-05]","[0.09482758620689655, 0.017241379310344827, 0.008620689655172414]","[0.5557733878016146, 0.08919573436041145, 0.0028944880155613926]","[0.5822147651006712, 0.08389261744966443, 0.0016778523489932886]","[0.42934658448251, 0.052737272859005244, 0.00179199444091592]","[0.3017241379310345, 0.08620689655172414, 0.008620689655172414]",21,30,F,-0.0,1.56880605623589,1.6839910108481158,-0.0,0.8409090909090909,0.1590909090909091
1.6373862470405083,0.8400238444329216,0.8590157300615803,-0.778370516978928,0.5246262032640174,0.9249429178300254,0.38410150805010584,0.10674157303370786,0.6797752808988764,0.2015097158363104,[-3.05948971 -2.48411168 -1.05325782],[0.82059309 1.73182707 2.86207715],"{'d1': 1.8000651352384014, 'meta_d1': 0.9443613375280525, 's': 0.8400238444329216, 'meta_c1': 0.2215302678548552, 't2c1_rS1': array([-3.36345854, -2.7309151 , -1.15790192]), 't2c1_rS2': array([0.9021213 , 1.90388891, 3.14643249])}",-146.11866111209352,"[0.3259552984312696, 0.01580539154088533, 0.002537328601492985]","[0.3191823899371069, 0.015723270440251572, 0.0015723270440251573]","[0.205107332790833, 0.008557861361510962, 0.0015276155300451215]","[0.2236842105263158, 0.008771929824561403, 0.0043859649122807015]","[0.6153600385713832, 0.19635893210076721, 0.02114922353559419]","[0.6342975206611571, 0.2024793388429752, 0.01859504132231405]","[0.34712158670021637, 0.035866922866517076, 0.0006071082949214203]","[0.25, 0.02631578947368421, 0.013157894736842105]",21,20,F,0.39795912219996266,1.491878763252024,1.3570518762795456,0.36199400833805495,0.6818181818181818,0.10227272727272728
2.4631243836138608,1.322247533781198,1.7684178879227248,-0.694706495691136,0.7179572008978805,-0.6843199322026091,-0.4394971818646946,0.19662921348314608,0.9606741573033708,-0.3155401664940829,[-3.35364136 -2.1390011  -1.19545407],[0.47814259 1.18589025 2.33889043],"{'d1': 2.1837036202641675, 'meta_d1': 1.56780573879543, 's': 1.322247533781198, 'meta_c1': -0.2797447861325332, 't2c1_rS1': array([-2.97319893, -1.8963494 , -1.05983985]), 't2c1_rS2': array([0.42390133, 1.05136096, 2.07356297])}",-201.73961936609734,"[0.5647051502385325, 0.19190118988083318, 0.020619356289874494]","[0.5646853146853147, 0.1853146853146853, 0.015734265734265736]","[0.09256363227690104, 0.002469676269171399, 4.242397923079283e-06]","[0.10714285714285714, 0.07142857142857142, 0.03571428571428571]","[0.7421953633640512, 0.39317855677640845, 0.047896115090495725]","[0.7412280701754386, 0.40058479532163743, 0.04824561403508772]","[0.3698159680287184, 0.10822531176189512, 0.006953324105914558]","[0.36428571428571427, 0.07142857142857142, 0.007142857142857143]",21,10,F,-0.47878626646535616,1.985441954110004,2.23949369504031,-0.5400504521431339,0.9659090909090909,0.19318181818181818
-0.007327655310232696,1.0458344186570792,-0.047132726917531814,-0.03980507160729912,6.432170308517838,1.1096476846500865,0.5798171288835217,0.28651685393258425,0.2752808988764045,3.7294825207746483,[-2.34131717 -2.27065244 -1.08565931],[4.17606527 4.7650745  4.9037589 ],"{'d1': -0.007168883981710894, 'meta_d1': -0.04611148269236995, 's': 1.0458344186570792, 'meta_c1': 3.6486742854725125, 't2c1_rS1': array([-2.29058689, -2.22145327, -1.06213589]), 't2c1_rS2': array([4.08558074, 4.66182767, 4.79750713])}",-80.98515434944828,"[0.1389384217563193, 0.012401622292141489, 0.010345157753693969]","[0.13188976377952755, 0.01968503937007874, 0.017716535433070866]","[0.13859195459667562, 0.010748594432337385, 0.00885947638414786]","[0.14534883720930233, 0.003875968992248062, 0.001937984496124031]","[0.14075488677195222, 0.007805498063703899, 0.0037543352918099205]","[0.1377551020408163, 0.01020408163265306, 0.00510204081632653]","[0.16839991092604514, 0.012158213289333817, 0.006250994381981207]","[0.1715686274509804, 0.00980392156862745, 0.004901960784313725]",21,40,F,0.5876583086134524,1e-05,1.0221472866525468e-05,0.6006733456280653,0.2727272727272727,0.2840909090909091
1.5454887778432909,0.7567481123999213,0.9155186041534558,-0.6299701736898351,0.5923812694590056,0.554221921589258,0.20373864354263468,0.15413533834586465,0.7255639097744361,0.12069095629964179,[-1.86367444 -1.1191086  -0.35313638],[0.38329912 0.6449163  1.34104128],"{'d1': 1.8109981058932823, 'meta_d1': 1.0728013569569173, 's': 0.7567481123999213, 'meta_c1': 0.14142522183960032, 't2c1_rS1': array([-2.18384691, -1.31136737, -0.41380392]), 't2c1_rS2': array([0.44914851, 0.75571056, 1.57142727])}",-333.68468248777083,"[0.7306840335512095, 0.29182751747762525, 0.06621741161250282]","[0.7322222222222222, 0.2866666666666667, 0.07222222222222222]","[0.6171098117857906, 0.2117915629157477, 0.051682544312678706]","[0.613013698630137, 0.22602739726027396, 0.030821917808219176]","[0.8523565425640228, 0.7029957289252872, 0.350999419621935]","[0.8639896373056994, 0.727979274611399, 0.3329015544041451]","[0.6514682756250004, 0.39430746542081163, 0.07038990810978396]","[0.6036585365853658, 0.3048780487804878, 0.1524390243902439]",22,30,F,0.21268570782106555,1.5828459939877437,1.3507859079486082,0.18150398588240352,0.7272727272727273,0.15151515151515152
2.3122762571282673,0.5731005883161612,2.1440636097973576,-0.1682126473309098,0.9272523571470558,0.2060765714424831,0.05279309956829133,0.10150375939849623,0.8759398496240601,0.048952526015797346,[-1.76802497 -1.15469089 -0.46894647],[0.2929562  0.63405352 1.48301822],"{'d1': 3.2882553846949287, 'meta_d1': 3.049042556359871, 's': 0.5731005883161612, 'meta_c1': 0.06961469537631242, 't2c1_rS1': array([-2.51428332, -1.64206959, -0.66688214]), 't2c1_rS2': array([0.41660887, 0.90167855, 2.10897925])}",-324.47451193447677,"[0.8516822811694094, 0.47982014830300834, 0.17060578796586687]","[0.856694560669456, 0.4707112970711297, 0.1684100418410042]","[0.5172100159093618, 0.17200871070138252, 0.05102155693875058]","[0.5075757575757576, 0.25757575757575757, 0.06818181818181818]","[0.9241200677287001, 0.801493686255376, 0.4623059857203434]","[0.9474248927038627, 0.8090128755364807, 0.4645922746781116]","[0.47105377057382714, 0.13757527799169023, 0.002521080206119627]","[0.32407407407407407, 0.16666666666666666, 0.009259259259259259]",22,20,F,0.06064218525375875,3.2777769072045455,2.3049078711979534,0.04264312492128695,0.8787878787878788,0.09848484848484848
2.3898463206508302,0.3703129776949137,1.9007963392402074,-0.48904998141062284,0.7953634184823067,2.304941020732604,0.30590566879327513,0.02631578947368421,0.8609022556390977,0.24330617846453567,[-0.84796118 -0.47840144 -0.12864559],[0.32184004 0.53548729 1.25778533],"{'d1': 4.866216511297949, 'meta_d1': 3.8704105995009823, 's': 0.3703129776949137, 'meta_c1': 0.4954212045829348, 't2c1_rS1': array([-1.72662261, -0.97412329, -0.26194877]), 't2c1_rS2': array([0.65533223, 1.09036178, 2.56110851])}",-274.76830761579765,"[0.9600972466597334, 0.838060467675501, 0.5870371166077789]","[0.9604247104247104, 0.8281853281853282, 0.5878378378378378]","[0.7001910953596038, 0.47366765596091903, 0.2948097364864198]","[0.722972972972973, 0.5540540540540541, 0.27702702702702703]","[0.9704017863353075, 0.8858715370633351, 0.5808390373903417]","[0.990174672489083, 0.9017467248908297, 0.5862445414847162]","[0.6357580115273849, 0.16464644074690182, 0.0004587198700207571]","[0.10714285714285714, 0.07142857142857142, 0.03571428571428571]",22,10,F,0.45181000350623335,4.943809297159455,2.427952893461481,0.22188829288744713,0.8636363636363636,0.022727272727272728
0.13752773563387885,1.2217631035385723,0.31696982753731123,0.17944209190343238,2.3047702056342754,1.1333510292371598,0.6820563437758327,0.24436090225563908,0.24436090225563908,1.571983139698388,[-2.18113763 -0.98705164 -0.15138553],[2.13141526 2.44715999 2.72575939],"{'d1': 0.12566772082113387, 'meta_d1': 0.28963521875851544, 's': 1.2217631035385723, 'meta_c1': 1.4364196241916625, 't2c1_rS1': array([-1.9930423 , -0.90193101, -0.13833046]), 't2c1_rS2': array([1.94760785, 2.23612363, 2.49069737])}",-263.7147266030605,"[0.5329173180979141, 0.2380381667947028, 0.03423319886980847]","[0.49129353233830847, 0.26119402985074625, 0.041044776119402986]","[0.38685254495538113, 0.10657435117258426, 0.004774754898269752]","[0.4216417910447761, 0.08208955223880597, 0.0012437810945273632]","[0.2411363800675207, 0.09267177055977009, 0.036274157550923565]","[0.35, 0.1, 0.06538461538461539]","[0.31979666293534, 0.1517122576915439, 0.07380680802332235]","[0.19615384615384615, 0.13076923076923078, 0.03461538461538462]",22,40,F,0.6985257103450601,0.21152913270229237,0.23149240275114635,0.7644497616260345,0.24242424242424243,0.24242424242424243
3.3693982425657105,0.879030527411516,1.6808633461014233,-1.6885348964642872,0.49886158450106177,-0.4147656904746868,-0.18116526452542714,0.06756756756756757,0.9684684684684685,-0.0903763909177086,[-1.19964341 -0.68956423 -0.30480632],[0.00471413 0.07877179 0.52630183],"{'d1': 3.6086965022382813, 'meta_d1': 1.8002400550900286, 's': 0.879030527411516, 'meta_c1': -0.09679501866817222, 't2c1_rS1': array([-1.28484336, -0.73853782, -0.32645399]), 't2c1_rS2': array([0.00504893, 0.08436624, 0.56368034])}",-219.47060505110733,"[0.9084997416838838, 0.71496373721734, 0.44381991707897944]","[0.9118357487922706, 0.7077294685990339, 0.4359903381642512]","[0.7376691654878286, 0.39318115462208675, 0.14382285356293506]","[0.6785714285714286, 0.6428571428571429, 0.32142857142857145]","[0.9687827372737139, 0.9428879394601574, 0.7612494713023772]","[0.9895348837209302, 0.9697674418604652, 0.763953488372093]","[0.8662570512414087, 0.7702384149741727, 0.3396229205501409]","[0.5833333333333334, 0.43333333333333335, 0.4166666666666667]",23,30,NF,-0.19876705565768238,3.1949204902451793,2.9830603594102074,-0.18558650404586835,0.9727272727272728,0.06363636363636363
3.4845431917627363,1.2084681951640945,2.350604230374236,-1.1339389613885005,0.674580311109626,-0.6973099931005589,-0.41573609879044837,0.08558558558558559,0.9864864864864865,-0.2804473868615629,[-1.3260262  -0.83439655 -0.54086029],[-0.15621275 -0.06756391  0.43140003],"{'d1': 3.198144486882043, 'meta_d1': 2.1574053029344236, 's': 1.2084681951640945, 'meta_c1': -0.25739708615810253, 't2c1_rS1': array([-1.21703855, -0.76581652, -0.49640634]), 't2c1_rS2': array([-0.14337344, -0.06201075,  0.39594276])}",-188.16894437273663,"[0.9062686364674947, 0.7841429400004125, 0.5602514335405933]","[0.9002463054187192, 0.770935960591133, 0.5529556650246306]","[0.5355707786487808, 0.24260802693790778, 0.05199315088024813]","[0.9166666666666666, 0.8333333333333334, 0.08333333333333333]","[0.9823994708178906, 0.9674409710020742, 0.8400259461634099]","[0.9988584474885844, 0.9885844748858448, 0.841324200913242]","[0.8496774071185271, 0.7516910979314743, 0.34098995545469474]","[0.6710526315789473, 0.5526315789473685, 0.4342105263157895]",23,20,NF,-0.48447462492748106,0.332964174205333,0.3627816226211944,-0.5278600647335683,0.990909090909091,0.08181818181818182
3.745231456412587,2.2334169070808194,3.458834263900664,-0.28639719251192286,0.9235301754123758,-0.0,-0.0,0.02252252252252252,0.9774774774774775,-0.0,[-1.30337524 -0.69541208 -0.26853067],[0.36103304 0.40585092 1.2501456 ],"{'d1': 2.901618019625755, 'meta_d1': 2.679731798644684, 's': 2.2334169070808194, 'meta_c1': -0.0, 't2c1_rS1': array([-1.00978995, -0.5387705 , -0.20804413]), 't2c1_rS2': array([0.27971034, 0.31443299, 0.96855028])}",-166.36123106235877,"[0.9574545483309461, 0.8665791086920709, 0.6916798269734569]","[0.9435483870967742, 0.8502304147465438, 0.673963133640553]","[0.19729744075648584, 0.009827067968432497, 5.5636707599291485e-05]","[0.55, 0.1, 0.05]","[0.9924252830486311, 0.9903659713985865, 0.7976370092483325]","[0.9988479262672811, 0.9976958525345622, 0.8029953917050692]","[0.5841918698166861, 0.5439423775791866, 0.11634656573687265]","[0.15, 0.1, 0.05]",23,10,NF,-0.0,1.3987398406133464,1.8054080223413755,-0.0,0.9818181818181818,0.01818181818181818
0.0847414206632769,1.1162320130727972,0.09677368719481926,0.012032266531542352,1.1419880199950034,2.131876773702718,1.1844600311855311,0.12162162162162163,0.11261261261261261,1.3526391657767847,[-0.52349196 -0.07772835  0.45124087],[1.64335251 1.89513776 1.96304464],"{'d1': 0.08045047677153794, 'meta_d1': 0.09187348067598262, 's': 1.1162320130727972, 'meta_c1': 1.2841472910750422, 't2c1_rS1': array([-0.49698456, -0.07379252,  0.42839196]), 't2c1_rS2': array([1.56014015, 1.79917607, 1.86364444])}",-298.5574956900924,"[0.7512950181418256, 0.5382725631205593, 0.35890542637375433]","[0.7525641025641026, 0.5358974358974359, 0.36025641025641025]","[0.7258617825250687, 0.48753382691060404, 0.29704152446841303]","[0.7246192893401016, 0.48984771573604063, 0.2956852791878173]","[0.5450687294978582, 0.3015897762648614, 0.25435532149290774]","[0.59, 0.34, 0.33]","[0.5899867643372795, 0.3543567596780813, 0.3062127694011224]","[0.5462962962962963, 0.3148148148148148, 0.23148148148148148]",23,40,NF,1.2077510382488792,0.09803275098028284,0.10326147119288986,1.2721682070250484,0.10909090909090909,0.11818181818181818
1.660208888984767,0.9432904642820357,0.6043379586020297,-1.0558709303827374,0.364013204971808,0.5147444105489245,0.24246677716713688,0.14,0.724,0.08826110865579469,[-1.7810172  -0.69197221 -0.11500625],[0.29724548 1.05015756 3.28907057],"{'d1': 1.7108418249517703, 'meta_d1': 0.6227690159005108, 's': 0.9432904642820357, 'meta_c1': 0.0909528898482676, 't2c1_rS1': array([-1.83533454, -0.71307593, -0.1185137 ]), 't2c1_rS2': array([0.30631086, 1.08218519, 3.38938041])}",-280.97126603180453,"[0.8783873543602343, 0.5240971101692273, 0.09715424776801936]","[0.8965116279069767, 0.541860465116279, 0.08488372093023255]","[0.8201966266403191, 0.399699582455024, 0.051323285629994005]","[0.7644927536231884, 0.35507246376811596, 0.09057971014492754]","[0.8618560890289253, 0.40110292884120846, 0.003168861540036682]","[0.8770718232044199, 0.38950276243093923, 0.0013812154696132596]","[0.7808383248508353, 0.2377641649562116, 0.0003126845576913923]","[0.7071428571428572, 0.3, 0.007142857142857143]",24,30,F,0.24663871366226675,1.3505065914924665,1.310537897266756,0.2393393584479426,0.7258064516129032,0.13709677419354838
3.0793153425490494,1.3210587254254011,2.250632258202707,-0.8286830843463422,0.730887229087632,-0.22153258368855439,-0.14217526237835482,0.07661290322580645,0.9573643410852714,-0.10391408356452281,[-2.94592938 -0.80328411 -0.22446477],[0.06706847 0.87107287 2.70767543],"{'d1': 2.7308870323081864, 'meta_d1': 1.9959704559950773, 's': 1.3210587254254011, 'meta_c1': -0.09215607747585676, 't2c1_rS1': array([-2.61259386, -0.71239153, -0.1990663 ]), 't2c1_rS2': array([0.05947959, 0.7725099 , 2.40129863])}",-223.96316681022023,"[0.9637234924239297, 0.7491317206352609, 0.06507473196772327]","[0.9814410480349345, 0.7532751091703057, 0.06222707423580786]","[0.7594878014844363, 0.15919493066178736, 1.2308868074885858e-05]","[0.4318181818181818, 0.22727272727272727, 0.022727272727272728]","[0.9647524819074015, 0.6670700918424357, 0.03446126166207699]","[0.9665991902834008, 0.6659919028340081, 0.03340080971659919]","[0.7952838238888222, 0.2099703419526902, 0.0018508956284178774]","[0.7763157894736842, 0.23684210526315788, 0.013157894736842105]",24,20,F,-0.1545471147755313,2.5858736726393556,2.9158000238925355,-0.17426546614516866,0.9609375,0.07317073170731707
3.748250009876619,0.9376640454680257,4.556541832286853,0.8082918224102338,1.2156451197973426,0.38939371620751,0.18227700290027005,0.01953125,0.9552845528455285,0.2215841490269993,[-2.72832335 -0.7286663  -0.1893241 ],[0.31784229 0.93230423 2.96506014],"{'d1': 3.87484552247612, 'meta_d1': 4.7104370493666785, 's': 0.9376640454680257, 'meta_c1': 0.22906805721244083, 't2c1_rS1': array([-2.82047128, -0.75327669, -0.19571844]), 't2c1_rS2': array([0.32857728, 0.9637924 , 3.06520375])}",-207.88655850334388,"[0.9894217266431296, 0.950051095428076, 0.3224484684887518]","[0.999003984063745, 0.950199203187251, 0.3197211155378486]","[0.3628252821797759, 0.07706666643576653, 2.631760483290882e-05]","[0.25, 0.22727272727272727, 0.022727272727272728]","[0.9942683823550045, 0.9253742730940101, 0.25876942655693214]","[0.9989361702127659, 0.9297872340425531, 0.25638297872340426]","[0.7459627647879274, 0.09257662526913223, 6.093257649259237e-06]","[0.55, 0.1, 0.05]",24,10,F,0.20568212720520473,4.0720602927604395,3.9390215542848317,0.19896226336158515,0.9590163934426229,0.015748031496062992
-0.05159698199652523,1.0238955275235941,0.42550783110057566,0.4771048130971009,-8.246758136536576,0.4906144937958938,0.25111647849214014,0.412,0.38976377952755903,-2.0708968622234685,[-3.1221149  -2.46859148 -2.20567591],[-0.10312753  1.14130545  2.83876392],"{'d1': -0.050998454673762156, 'meta_d1': 0.4205719210316398, 's': 1.0238955275235941, 'meta_c1': -2.0468743650404253, 't2c1_rS1': array([-3.08589822, -2.4399557 , -2.18008997]), 't2c1_rS2': array([-0.10193125,  1.12806626,  2.80583413])}",-285.60867424532296,"[0.7372919131405478, 0.3888503315661284, 0.06084813346378216]","[0.7534013605442177, 0.41156462585034015, 0.05612244897959184]","[0.6906868508957738, 0.31958843323607283, 0.03544806514351127]","[0.6758064516129032, 0.3, 0.04032258064516129]","[0.6319749451706675, 0.1755106002085452, 0.003976722987448907]","[0.6540404040404041, 0.14646464646464646, 0.0025252525252525255]","[0.4725140761248884, 0.09348859979008692, 0.0013240314236683255]","[0.4538834951456311, 0.12135922330097088, 0.0024271844660194173]",24,40,F,0.25322159292361746,0.11137602783064973,0.11268315755024416,0.25619344850331893,0.3888888888888889,0.4112903225806452
1.0634386598190457,0.9125925262965117,0.015033096041478232,-1.0484055637775676,0.014136307630603025,0.6539577841280683,0.29746478416788,0.19924812030075187,0.5977443609022557,0.004205053698268086,[-1.91181663 -0.89752378 -0.12160436],[0.06738994 0.48399977 1.56455714],"{'d1': 1.115529482870276, 'meta_d1': 0.01576946794086173, 's': 0.9125925262965117, 'meta_c1': 0.004411031453632628, 't2c1_rS1': array([-2.00546388, -0.94148753, -0.12756095]), 't2c1_rS2': array([0.07069093, 0.50770772, 1.64119444])}",-291.7882072374433,"[0.8959500522263818, 0.3471036112692372, 0.04531772305927162]","[0.9143192488262911, 0.3685446009389671, 0.04812206572769953]","[0.903912982322662, 0.38725581154558325, 0.06632350542292435]","[0.866822429906542, 0.3411214953271028, 0.05841121495327103]","[0.9518854570156295, 0.6466574804134881, 0.13573734259840664]","[0.960691823899371, 0.5943396226415094, 0.12735849056603774]","[0.946657191172, 0.6121444354039522, 0.10011356482806646]","[0.9198113207547169, 0.7641509433962265, 0.1179245283018868]",25,30,NF,0.301533888504362,0.7611025834609384,0.7255620974337229,0.28745344628277647,0.5984848484848485,0.19696969696969696
0.9890521573721901,0.8588182475288504,0.2404748413064735,-0.7485773160657165,0.24313666323259478,-0.1486223156848461,-0.06326938581985261,0.33458646616541354,0.7105263157894737,-0.01538310735301461,[-1.93517697 -0.70438483 -0.11600158],[-0.00353078  0.35455072  1.33465517],"{'d1': 1.0734305123582715, 'meta_d1': 0.2609903129868447, 's': 0.8588182475288504, 'meta_c1': -0.016695476254236487, 't2c1_rS1': array([-2.10027145, -0.76447755, -0.12589794]), 't2c1_rS2': array([-0.003832  ,  0.38479827,  1.44851772])}",-282.7134243625886,"[0.9202869026908446, 0.4823864562411485, 0.04480456829430261]","[0.942090395480226, 0.5112994350282486, 0.046610169491525424]","[0.9180703281116361, 0.4915676642984221, 0.0615823503065604]","[0.8668831168831169, 0.42207792207792205, 0.05519480519480519]","[0.9920494402770628, 0.7515199866662908, 0.23410923136512307]","[0.9986772486772487, 0.7116402116402116, 0.22354497354497355]","[0.9887952227734088, 0.6667585941277998, 0.1257241384760081]","[0.9747191011235955, 0.7471910112359551, 0.13764044943820225]",25,20,NF,-0.06443248746598754,0.14654207140703143,0.13502294764520267,-0.059367690781480055,0.7121212121212122,0.3333333333333333
1.1619862657918143,1.0073306302635818,0.018033938738169237,-1.1439523270536451,0.015519924175592848,-0.46823241666240273,-0.2358277099292142,0.36466165413533835,0.793233082706767,-0.003660028176605109,[-1.3722598  -0.59060196 -0.05135834],[0.01472694 0.38546726 1.25348314],"{'d1': 1.1577659344793032, 'meta_d1': 0.017968439516203184, 's': 1.0073306302635818, 'meta_c1': -0.0036467349631023878, 't2c1_rS1': array([-1.36727575, -0.5884569 , -0.0511718 ]), 't2c1_rS2': array([0.01467345, 0.38406724, 1.2489305 ])}",-299.03205982303507,"[0.9622512425972789, 0.5598859058059241, 0.17363175488469645]","[0.9630177514792899, 0.5236686390532544, 0.16715976331360946]","[0.9614403621803576, 0.5529063825888757, 0.16733918358492222]","[0.9590909090909091, 0.6636363636363637, 0.18636363636363637]","[0.9854237229097124, 0.6984643770055865, 0.2095249331498971]","[0.9893364928909952, 0.7037914691943128, 0.22867298578199052]","[0.9853218363092356, 0.6972508385267164, 0.20931400156667862]","[0.9768041237113402, 0.6855670103092784, 0.16752577319587628]",25,10,NF,-0.23836939770609553,1e-05,1.0036452370784336e-05,-0.23923831067297768,0.7954545454545454,0.36363636363636365
0.5021223929246323,1.1551311771592625,0.4915677054747107,-0.010554687449921663,0.9789798511306268,1.9054772143862366,1.0920102537477447,0.10150375939849623,0.17669172932330826,1.0690560356470853,[-2.08829149 -1.09762234 -0.01080695],[1.46147735 1.62775405 2.24304197],"{'d1': 0.46961745366814645, 'meta_d1': 0.4597460248803861, 's': 1.1551311771592625, 'meta_c1': 0.9998505949215926, 't2c1_rS1': array([-1.95310575, -1.02656766, -0.01010736]), 't2c1_rS2': array([1.36686848, 1.52238124, 2.09783844])}",-290.55776052052147,"[0.659076320559927, 0.2389560650622209, 0.04763444622375483]","[0.6809623430962343, 0.2280334728033473, 0.04288702928870293]","[0.48063435973339214, 0.09019744419174527, 0.00718311012928488]","[0.4600456621004566, 0.10273972602739725, 0.010273972602739725]","[0.5058002174981144, 0.3623382527010009, 0.08279762790611367]","[0.48404255319148937, 0.30851063829787234, 0.047872340425531915]","[0.5042185982990323, 0.36439612288034867, 0.09107574771875177]","[0.5462962962962963, 0.46296296296296297, 0.1574074074074074]",25,40,NF,1.113882726937157,0.4556534895409177,0.487191902101707,1.1909809908435205,0.17424242424242425,0.09848484848484848
2.4988344903592274,1.1552756558348025,2.1105558471884223,-0.3882786431708052,0.8446161021592963,-0.4361724939692944,-0.24999406599786367,0.15413533834586465,0.9360902255639098,-0.21114901358606944,[-1.1943755  -0.74521477 -0.32524325],[-0.02439109  0.10181925  0.52514941],"{'d1': 2.3369470074989644, 'meta_d1': 1.973823072426607, 's': 1.1552756558348025, 'meta_c1': -0.19746968330238893, 't2c1_rS1': array([-1.11699765, -0.69693588, -0.3041723 ]), 't2c1_rS2': array([-0.02281091,  0.09522287,  0.4911275 ])}",-247.03535708637378,"[0.9586549148816244, 0.7821979501678393, 0.5709648558169275]","[0.9722222222222222, 0.7933333333333333, 0.5611111111111111]","[0.7932092326316513, 0.3021681230045899, 0.08803788392418234]","[0.6323529411764706, 0.2647058823529412, 0.25]","[0.9605272474119015, 0.9279742683398239, 0.7836915902983387]","[0.9748995983935743, 0.9497991967871486, 0.7801204819277109]","[0.7793242182922052, 0.6495064364203222, 0.32429009170118955]","[0.7012195121951219, 0.5487804878048781, 0.39634146341463417]",26,30,F,-0.2598745692556105,2.245060309006427,2.4005825185936702,-0.27787687728449917,0.9393939393939394,0.15151515151515152
2.83800800342811,1.1132460344317279,3.003710777378157,0.16570277395004673,1.0583870002304046,-0.28096428778004984,-0.1557186421447487,0.10150375939849623,0.943609022556391,-0.16481058653953246,[-1.18284182 -0.79957375 -0.22281968],[-0.12795638  0.05676524  0.23790778],"{'d1': 2.6975234200434874, 'meta_d1': 2.855023720591088, 's': 1.1132460344317279, 'meta_c1': -0.1566522774158746, 't2c1_rS1': array([-1.12428982, -0.75999395, -0.21178985]), 't2c1_rS2': array([-0.1216224 ,  0.0539553 ,  0.22613108])}",-160.13019939689832,"[0.9886916884600621, 0.8326137493722873, 0.6893801348148315]","[0.9905857740585774, 0.8221757322175732, 0.6872384937238494]","[0.8740937312466284, 0.19127527604149389, 0.057840387168652786]","[0.85, 0.3, 0.016666666666666666]","[0.9964623285197504, 0.9748034200680555, 0.9462717275532377]","[0.999003984063745, 0.9741035856573705, 0.9492031872509961]","[0.940187755610804, 0.6795714831759074, 0.4818959378735833]","[0.9166666666666666, 0.6851851851851852, 0.4537037037037037]",26,20,F,-0.16296135340174833,1.444213583226459,1.5194269222656847,-0.17144823350456126,0.946969696969697,0.09848484848484848
2.779008252880568,2.821304764307766,3.0474737124156346,0.2684654595350664,1.0966047723164514,-0.02234965341745913,-0.021995098800492094,0.06390977443609022,0.943609022556391,-0.024119930312191486,[-0.2997221  -0.17920326 -0.05688965],[0.40377066 0.60999684 0.83316811],"{'d1': 2.0848414773684816, 'meta_d1': 2.2862471136055578, 's': 2.821304764307766, 'meta_c1': -0.018095027639435813, 't2c1_rS1': array([-0.2248547 , -0.13444019, -0.04267922]), 't2c1_rS2': array([0.30291303, 0.4576261 , 0.62505155])}",-112.86629289586908,"[0.9939280882284317, 0.9697890836045931, 0.9437162892293273]","[0.998995983935743, 0.9497991967871486, 0.892570281124498]","[0.7804758002211052, 0.29732270729271537, 0.10797741836206266]","[0.7166666666666667, 0.5666666666666667, 0.55]","[0.9916394982416705, 0.9739557233682239, 0.9285684972199034]","[0.999003984063745, 0.9820717131474104, 0.9412350597609562]","[0.5686110863908507, 0.4199618576239247, 0.295619529586561]","[0.27941176470588236, 0.14705882352941177, 0.014705882352941176]",26,10,F,-0.03322501055295346,1.2649250015109554,1.6860931906011845,-0.04428757751176614,0.946969696969697,0.06060606060606061
